date,product,capacity_price,offered_capacity,allocated_capacity,month
2020-11-01,NEG_00_04,82.5,30,30,11
2020-11-02,NEG_00_04,154.69,30,30,11
2020-11-03,NEG_00_04,389.0,80,80,11
2020-11-04,NEG_00_04,211.18,80,80,11
2020-11-05,NEG_00_04,87.92,30,30,11
2020-11-06,NEG_00_04,50.48,30,30,11
2020-11-07,NEG_00_04,32.91,30,30,11
2020-11-08,NEG_00_04,25.29,30,30,11
2020-11-09,NEG_00_04,29.0,80,80,11
2020-11-10,NEG_00_04,25.4,80,80,11
2020-11-11,NEG_00_04,19.52,80,80,11
2020-11-12,NEG_00_04,17.08,79,79,11
2020-11-13,NEG_00_04,15.8,79,79,11
2020-11-14,NEG_00_04,14.2,30,30,11
2020-11-15,NEG_00_04,80.0,30,30,11
2020-11-16,NEG_00_04,128.0,20,20,11
2020-11-17,NEG_00_04,62.5,20,20,11
2020-11-18,NEG_00_04,31.36,20,20,11
2020-11-19,NEG_00_04,105.26,20,20,11
2020-11-20,NEG_00_04,52.63,80,80,11
2020-11-21,NEG_00_04,26.0,80,80,11
2020-11-22,NEG_00_04,80.0,30,30,11
2020-11-23,NEG_00_04,54.0,30,30,11
2020-11-24,NEG_00_04,38.25,80,80,11
2020-11-25,NEG_00_04,35.0,80,80,11
2020-11-26,NEG_00_04,34.08,80,80,11
2020-11-27,NEG_00_04,28.28,100,100,11
2020-11-28,NEG_00_04,23.14,100,100,11
2020-11-29,NEG_00_04,24.99,100,100,11
2020-11-30,NEG_00_04,24.38,30,30,11
2020-12-01,NEG_00_04,28.22,24,24,12
2020-12-02,NEG_00_04,23.0,80,79,12
2020-12-03,NEG_00_04,21.1,100,100,12
2020-12-04,NEG_00_04,27.0,30,30,12
2020-12-05,NEG_00_04,19.5,29,29,12
2020-12-06,NEG_00_04,15.07,33,33,12
2020-12-07,NEG_00_04,16.82,33,33,12
2020-12-08,NEG_00_04,20.0,80,80,12
2020-12-09,NEG_00_04,20.0,80,80,12
2020-12-10,NEG_00_04,18.75,20,20,12
2020-12-11,NEG_00_04,23.28,30,30,12
2020-12-12,NEG_00_04,24.0,80,80,12
2020-12-13,NEG_00_04,19.12,30,30,12
2020-12-14,NEG_00_04,31.12,80,80,12
2020-12-15,NEG_00_04,24.99,80,80,12
2020-12-16,NEG_00_04,20.52,80,80,12
2020-12-17,NEG_00_04,24.31,30,30,12
2020-12-18,NEG_00_04,19.24,42,40,12
2020-12-19,NEG_00_04,19.0,30,30,12
2020-12-20,NEG_00_04,19.25,30,30,12
2020-12-21,NEG_00_04,19.56,30,30,12
2020-12-22,NEG_00_04,125.45,30,30,12
2020-12-23,NEG_00_04,31.46,100,100,12
2020-12-24,NEG_00_04,70.0,21,21,12
2020-12-25,NEG_00_04,49.17,20,20,12
2020-12-26,NEG_00_04,35.32,14,14,12
2020-12-27,NEG_00_04,214.61,30,30,12
2020-12-28,NEG_00_04,86.32,21,21,12
2020-12-29,NEG_00_04,27.76,21,21,12
2020-12-30,NEG_00_04,26.47,30,30,12
2020-12-31,NEG_00_04,28.11,30,30,12
2021-01-01,NEG_00_04,22.33,100,100,1
2021-01-02,NEG_00_04,19.33,30,30,1
2021-01-03,NEG_00_04,18.52,30,30,1
2021-01-04,NEG_00_04,21.24,30,30,1
2021-01-05,NEG_00_04,19.44,30,30,1
2021-01-06,NEG_00_04,19.64,30,30,1
2021-01-07,NEG_00_04,19.08,100,100,1
2021-01-08,NEG_00_04,17.68,100,100,1
2021-01-09,NEG_00_04,17.83,40,40,1
2021-01-10,NEG_00_04,15.52,30,30,1
2021-01-11,NEG_00_04,15.89,30,30,1
2021-01-12,NEG_00_04,42.5,30,30,1
2021-01-13,NEG_00_04,32.0,30,30,1
2021-01-14,NEG_00_04,20.0,30,30,1
2021-01-15,NEG_00_04,17.31,40,40,1
2021-01-16,NEG_00_04,14.56,40,40,1
2021-01-17,NEG_00_04,13.8,40,40,1
2021-01-18,NEG_00_04,13.76,40,40,1
2021-01-19,NEG_00_04,21.8,30,30,1
2021-01-20,NEG_00_04,42.12,30,30,1
2021-01-21,NEG_00_04,66.68,30,30,1
2021-01-22,NEG_00_04,53.67,30,30,1
2021-01-23,NEG_00_04,20.57,40,40,1
2021-01-24,NEG_00_04,15.65,30,30,1
2021-01-25,NEG_00_04,13.88,30,30,1
2021-01-26,NEG_00_04,14.4,30,30,1
2021-01-27,NEG_00_04,12.63,30,30,1
2021-01-28,NEG_00_04,12.0,30,30,1
2021-01-29,NEG_00_04,13.64,30,30,1
2021-01-30,NEG_00_04,14.12,30,30,1
2021-01-31,NEG_00_04,13.0,30,30,1
2021-02-01,NEG_00_04,12.56,30,30,2
2021-02-02,NEG_00_04,11.3,30,30,2
2021-02-03,NEG_00_04,17.65,20,20,2
2021-02-04,NEG_00_04,42.35,34,34,2
2021-02-05,NEG_00_04,22.58,16,16,2
2021-02-06,NEG_00_04,24.5,20,20,2
2021-02-07,NEG_00_04,120.02,20,20,2
2021-02-08,NEG_00_04,53.0,20,20,2
2021-02-09,NEG_00_04,50.4,14,14,2
2021-02-10,NEG_00_04,32.67,20,20,2
2021-02-11,NEG_00_04,29.36,100,100,2
2021-02-12,NEG_00_04,26.0,35,35,2
2021-02-13,NEG_00_04,23.16,14,14,2
2021-02-14,NEG_00_04,20.04,20,20,2
2021-02-15,NEG_00_04,23.8,16,16,2
2021-02-16,NEG_00_04,19.1,100,100,2
2021-02-17,NEG_00_04,34.04,60,60,2
2021-02-18,NEG_00_04,27.94,20,20,2
2021-02-19,NEG_00_04,38.21,50,50,2
2021-02-20,NEG_00_04,24.0,16,16,2
2021-02-21,NEG_00_04,77.0,20,20,2
2021-02-22,NEG_00_04,55.0,16,16,2
2021-02-23,NEG_00_04,34.0,100,100,2
2021-02-24,NEG_00_04,31.16,16,16,2
2021-02-25,NEG_00_04,37.71,21,21,2
2021-02-26,NEG_00_04,27.01,100,62,2
2021-02-27,NEG_00_04,23.4,100,100,2
2021-02-28,NEG_00_04,29.0,20,20,2
2021-03-01,NEG_00_04,28.68,24,24,3
2021-03-02,NEG_00_04,22.02,24,24,3
2021-03-03,NEG_00_04,18.21,16,16,3
2021-03-04,NEG_00_04,17.74,100,100,3
2021-03-05,NEG_00_04,16.0,100,100,3
2021-03-06,NEG_00_04,15.52,24,24,3
2021-03-07,NEG_00_04,17.0,15,15,3
2021-03-08,NEG_00_04,18.56,14,14,3
2021-03-09,NEG_00_04,16.2,100,100,3
2021-03-10,NEG_00_04,14.2,100,74,3
2021-03-11,NEG_00_04,80.0,20,20,3
2021-03-12,NEG_00_04,82.32,20,20,3
2021-03-13,NEG_00_04,75.0,14,14,3
2021-03-14,NEG_00_04,97.0,18,18,3
2021-03-15,NEG_00_04,56.0,20,20,3
2021-03-16,NEG_00_04,33.33,100,100,3
2021-03-17,NEG_00_04,20.16,23,22,3
2021-03-18,NEG_00_04,17.14,23,23,3
2021-03-19,NEG_00_04,15.68,100,100,3
2021-03-20,NEG_00_04,13.5,24,24,3
2021-03-21,NEG_00_04,20.42,16,16,3
2021-03-22,NEG_00_04,18.48,16,16,3
2021-03-23,NEG_00_04,16.58,40,40,3
2021-03-24,NEG_00_04,13.23,24,24,3
2021-03-25,NEG_00_04,11.86,24,24,3
2021-03-26,NEG_00_04,10.1,14,14,3
2021-03-27,NEG_00_04,23.91,20,20,3
2021-03-28,NEG_00_04,19.0,15,15,3
2021-03-29,NEG_00_04,19.23,33,33,3
2021-03-30,NEG_00_04,16.17,15,15,3
2021-03-31,NEG_00_04,11.8,23,23,3
2021-04-01,NEG_00_04,9.0,20,20,4
2021-04-02,NEG_00_04,15.72,100,100,4
2021-04-03,NEG_00_04,16.5,20,20,4
2021-04-04,NEG_00_04,14.53,36,36,4
2021-04-05,NEG_00_04,57.66,11,11,4
2021-04-06,NEG_00_04,40.0,14,14,4
2021-04-07,NEG_00_04,29.41,100,100,4
2021-04-08,NEG_00_04,22.0,100,100,4
2021-04-09,NEG_00_04,16.64,13,13,4
2021-04-10,NEG_00_04,11.18,35,35,4
2021-04-11,NEG_00_04,16.64,11,11,4
2021-04-12,NEG_00_04,446.67,100,100,4
2021-04-13,NEG_00_04,79.2,100,100,4
2021-04-14,NEG_00_04,41.76,50,50,4
2021-04-15,NEG_00_04,28.8,50,50,4
2021-04-16,NEG_00_04,31.67,100,100,4
2021-04-17,NEG_00_04,29.67,100,100,4
2021-04-18,NEG_00_04,28.77,100,100,4
2021-04-19,NEG_00_04,70.0,100,100,4
2021-04-20,NEG_00_04,45.0,35,35,4
2021-04-21,NEG_00_04,33.08,35,35,4
2021-04-22,NEG_00_04,90.0,13,13,4
2021-04-23,NEG_00_04,48.36,100,100,4
2021-04-24,NEG_00_04,36.0,100,100,4
2021-04-25,NEG_00_04,31.0,11,11,4
2021-04-26,NEG_00_04,56.0,100,100,4
2021-04-27,NEG_00_04,40.0,100,71,4
2021-04-28,NEG_00_04,30.03,23,22,4
2021-04-29,NEG_00_04,23.4,24,24,4
2021-04-30,NEG_00_04,27.72,100,100,4
2021-05-01,NEG_00_04,103.32,40,40,5
2021-05-02,NEG_00_04,75.6,40,40,5
2021-05-03,NEG_00_04,272.44,40,40,5
2021-05-04,NEG_00_04,181.56,20,20,5
2021-05-05,NEG_00_04,200.0,20,20,5
2021-05-06,NEG_00_04,195.07,20,20,5
2021-05-07,NEG_00_04,129.0,20,20,5
2021-05-08,NEG_00_04,100.0,20,20,5
2021-05-09,NEG_00_04,200.0,20,20,5
2021-05-10,NEG_00_04,166.15,20,20,5
2021-05-11,NEG_00_04,116.75,20,20,5
2021-05-12,NEG_00_04,83.5,20,20,5
2021-05-13,NEG_00_04,70.0,20,20,5
2021-05-14,NEG_00_04,57.64,20,20,5
2021-05-15,NEG_00_04,45.12,13,13,5
2021-05-16,NEG_00_04,44.64,13,13,5
2021-05-17,NEG_00_04,66.0,13,13,5
2021-05-18,NEG_00_04,50.38,20,20,5
2021-05-19,NEG_00_04,36.33,11,11,5
2021-05-20,NEG_00_04,30.28,11,11,5
2021-05-21,NEG_00_04,37.72,11,11,5
2021-05-22,NEG_00_04,150.25,11,11,5
2021-05-23,NEG_00_04,146.25,20,20,5
2021-05-24,NEG_00_04,124.44,11,11,5
2021-05-25,NEG_00_04,107.88,20,20,5
2021-05-26,NEG_00_04,80.39,40,40,5
2021-05-27,NEG_00_04,67.8,40,40,5
2021-05-28,NEG_00_04,50.5,40,40,5
2021-05-29,NEG_00_04,41.84,20,20,5
2021-05-30,NEG_00_04,38.23,40,40,5
2021-05-31,NEG_00_04,54.4,40,40,5
2021-06-01,NEG_00_04,39.0,40,36,6
2021-06-02,NEG_00_04,32.22,12,12,6
2021-06-03,NEG_00_04,3382.0,100,100,6
2021-06-04,NEG_00_04,256.41,20,20,6
2021-06-05,NEG_00_04,115.5,20,20,6
2021-06-06,NEG_00_04,78.4,20,20,6
2021-06-07,NEG_00_04,83.13,40,40,6
2021-06-08,NEG_00_04,62.79,40,40,6
2021-06-09,NEG_00_04,45.07,12,12,6
2021-06-10,NEG_00_04,39.2,100,37,6
2021-06-11,NEG_00_04,51.4,40,40,6
2021-06-12,NEG_00_04,55.12,12,12,6
2021-06-13,NEG_00_04,83.0,10,10,6
2021-06-14,NEG_00_04,56.0,20,20,6
2021-06-15,NEG_00_04,41.0,20,20,6
2021-06-16,NEG_00_04,32.0,12,12,6
2021-06-17,NEG_00_04,28.1,100,100,6
2021-06-18,NEG_00_04,25.2,100,20,6
2021-06-19,NEG_00_04,27.3,20,20,6
2021-06-20,NEG_00_04,27.88,10,10,6
2021-06-21,NEG_00_04,32.1,12,12,6
2021-06-22,NEG_00_04,25.2,100,100,6
2021-06-23,NEG_00_04,21.05,100,100,6
2021-06-24,NEG_00_04,19.38,100,100,6
2021-06-25,NEG_00_04,17.28,100,100,6
2021-06-26,NEG_00_04,16.68,15,15,6
2021-06-27,NEG_00_04,20.32,15,15,6
2021-06-28,NEG_00_04,20.0,50,32,6
2021-06-29,NEG_00_04,15.89,100,100,6
2021-06-30,NEG_00_04,12.5,12,12,6
2021-07-01,NEG_00_04,10.5,100,100,7
2021-07-02,NEG_00_04,8.01,100,78,7
2021-07-03,NEG_00_04,7.72,10,10,7
2021-07-04,NEG_00_04,7.51,10,10,7
2021-07-05,NEG_00_04,6.83,100,100,7
2021-07-06,NEG_00_04,6.82,10,10,7
2021-07-07,NEG_00_04,5.78,10,10,7
2021-07-08,NEG_00_04,4.55,100,100,7
2021-07-09,NEG_00_04,4.29,100,100,7
2021-07-10,NEG_00_04,4.44,50,50,7
2021-07-11,NEG_00_04,6.9,50,50,7
2021-07-12,NEG_00_04,8.07,50,50,7
2021-07-13,NEG_00_04,6.54,50,50,7
2021-07-14,NEG_00_04,7.4,50,50,7
2021-07-15,NEG_00_04,23.08,10,10,7
2021-07-16,NEG_00_04,35.94,50,50,7
2021-07-17,NEG_00_04,44.0,10,10,7
2021-07-18,NEG_00_04,87.46,10,10,7
2021-07-19,NEG_00_04,43.6,10,10,7
2021-07-20,NEG_00_04,24.0,50,50,7
2021-07-21,NEG_00_04,17.4,50,50,7
2021-07-22,NEG_00_04,12.9,80,80,7
2021-07-23,NEG_00_04,9.0,100,100,7
2021-07-24,NEG_00_04,30.0,10,10,7
2021-07-25,NEG_00_04,28.99,10,10,7
2021-07-26,NEG_00_04,22.6,10,10,7
2021-07-27,NEG_00_04,16.11,10,10,7
2021-07-28,NEG_00_04,13.04,10,10,7
2021-07-29,NEG_00_04,42.69,10,10,7
2021-07-30,NEG_00_04,26.92,10,10,7
2021-07-31,NEG_00_04,47.32,10,10,7
2021-08-01,NEG_00_04,33.0,10,10,8
2021-08-02,NEG_00_04,26.5,10,10,8
2021-08-03,NEG_00_04,17.74,10,10,8
2021-08-04,NEG_00_04,12.76,50,50,8
2021-08-05,NEG_00_04,10.14,11,11,8
2021-08-06,NEG_00_04,15.0,11,11,8
2021-08-07,NEG_00_04,24.1,11,11,8
2021-08-08,NEG_00_04,60.67,10,10,8
2021-08-09,NEG_00_04,51.99,10,10,8
2021-08-10,NEG_00_04,30.73,11,11,8
2021-08-11,NEG_00_04,19.9,50,50,8
2021-08-12,NEG_00_04,15.26,80,79,8
2021-08-13,NEG_00_04,11.41,50,50,8
2021-08-14,NEG_00_04,21.45,11,11,8
2021-08-15,NEG_00_04,28.0,11,11,8
2021-08-16,NEG_00_04,27.5,11,11,8
2021-08-17,NEG_00_04,119.36,11,11,8
2021-08-18,NEG_00_04,43.33,11,11,8
2021-08-19,NEG_00_04,34.8,11,11,8
2021-08-20,NEG_00_04,23.24,50,50,8
2021-08-21,NEG_00_04,19.8,20,20,8
2021-08-22,NEG_00_04,21.95,11,11,8
2021-08-23,NEG_00_04,23.83,20,20,8
2021-08-24,NEG_00_04,20.0,20,20,8
2021-08-25,NEG_00_04,15.0,20,20,8
2021-08-26,NEG_00_04,22.58,11,11,8
2021-08-27,NEG_00_04,17.29,20,20,8
2021-08-28,NEG_00_04,23.24,11,11,8
2021-08-29,NEG_00_04,26.0,20,20,8
2021-08-30,NEG_00_04,25.48,20,20,8
2021-08-31,NEG_00_04,23.04,20,20,8
2021-09-01,NEG_00_04,20.0,50,50,9
2021-09-02,NEG_00_04,18.62,80,80,9
2021-09-03,NEG_00_04,15.85,80,80,9
2021-09-04,NEG_00_04,16.83,20,20,9
2021-09-05,NEG_00_04,24.0,11,11,9
2021-09-06,NEG_00_04,24.3,20,20,9
2021-09-07,NEG_00_04,18.74,80,80,9
2021-09-08,NEG_00_04,15.68,80,80,9
2021-09-09,NEG_00_04,17.68,50,50,9
2021-09-10,NEG_00_04,14.84,80,80,9
2021-09-11,NEG_00_04,13.95,50,50,9
2021-09-12,NEG_00_04,18.64,50,50,9
2021-09-13,NEG_00_04,16.41,50,50,9
2021-09-14,NEG_00_04,16.04,80,80,9
2021-09-15,NEG_00_04,41.54,20,20,9
2021-09-16,NEG_00_04,41.25,80,80,9
2021-09-17,NEG_00_04,37.0,80,80,9
2021-09-18,NEG_00_04,42.7,80,80,9
2021-09-19,NEG_00_04,46.22,50,50,9
2021-09-20,NEG_00_04,38.62,80,80,9
2021-09-21,NEG_00_04,31.6,80,80,9
2021-09-22,NEG_00_04,28.96,50,50,9
2021-09-23,NEG_00_04,58.0,20,20,9
2021-09-24,NEG_00_04,136.0,20,20,9
2021-09-25,NEG_00_04,71.76,50,50,9
2021-09-26,NEG_00_04,48.08,50,50,9
2021-09-27,NEG_00_04,47.0,20,20,9
2021-09-28,NEG_00_04,56.45,50,50,9
2021-09-29,NEG_00_04,50.75,50,50,9
2021-09-30,NEG_00_04,256.76,20,20,9
2021-10-01,NEG_00_04,186.92,20,20,10
2021-10-02,NEG_00_04,130.0,20,20,10
2021-10-03,NEG_00_04,688.92,20,20,10
2021-10-04,NEG_00_04,237.0,20,20,10
2021-10-05,NEG_00_04,135.69,50,50,10
2021-10-06,NEG_00_04,220.51,50,50,10
2021-10-07,NEG_00_04,171.79,50,50,10
2021-10-08,NEG_00_04,115.64,100,100,10
2021-10-09,NEG_00_04,90.64,50,50,10
2021-10-10,NEG_00_04,100.0,20,20,10
2021-10-11,NEG_00_04,109.38,20,20,10
2021-10-12,NEG_00_04,260.0,20,20,10
2021-10-13,NEG_00_04,320.0,50,50,10
2021-10-14,NEG_00_04,861.0,50,50,10
2021-10-15,NEG_00_04,1500.0,50,50,10
2021-10-16,NEG_00_04,586.2,20,20,10
2021-10-17,NEG_00_04,412.47,50,50,10
2021-10-18,NEG_00_04,290.12,50,50,10
2021-10-19,NEG_00_04,238.94,50,50,10
2021-10-20,NEG_00_04,971.25,20,20,10
2021-10-21,NEG_00_04,787.5,20,20,10
2021-10-22,NEG_00_04,645.83,20,20,10
2021-10-23,NEG_00_04,441.14,20,20,10
2021-10-24,NEG_00_04,290.0,20,20,10
2021-10-25,NEG_00_04,244.0,20,20,10
2021-10-26,NEG_00_04,183.52,20,20,10
2021-10-27,NEG_00_04,216.92,20,20,10
2021-10-28,NEG_00_04,182.07,50,50,10
2021-10-29,NEG_00_04,167.0,50,50,10
2021-10-30,NEG_00_04,158.0,20,20,10
2021-10-31,NEG_00_04,227.05,20,20,10
2021-11-01,NEG_00_04,320.0,20,20,11
2021-11-02,NEG_00_04,188.0,90,90,11
2021-11-03,NEG_00_04,129.54,50,50,11
2021-11-04,NEG_00_04,92.6,25,25,11
2021-11-05,NEG_00_04,121.71,50,50,11
2021-11-06,NEG_00_04,127.52,20,20,11
2021-11-07,NEG_00_04,377.0,20,20,11
2021-11-08,NEG_00_04,260.0,20,20,11
2021-11-09,NEG_00_04,129.0,50,50,11
2021-11-10,NEG_00_04,90.0,50,50,11
2021-11-11,NEG_00_04,71.25,120,120,11
2021-11-12,NEG_00_04,56.0,50,50,11
2021-11-13,NEG_00_04,85.51,50,50,11
2021-11-14,NEG_00_04,77.29,20,20,11
2021-11-15,NEG_00_04,76.0,50,50,11
2021-11-16,NEG_00_04,60.8,50,50,11
2021-11-17,NEG_00_04,54.52,50,50,11
2021-11-18,NEG_00_04,102.1,20,20,11
2021-11-19,NEG_00_04,150.0,20,12,11
2021-11-20,NEG_00_04,106.76,50,50,11
2021-11-21,NEG_00_04,104.64,20,20,11
2021-11-22,NEG_00_04,107.0,50,50,11
2021-11-23,NEG_00_04,120.0,50,50,11
2021-11-24,NEG_00_04,90.0,30,30,11
2021-11-25,NEG_00_04,70.0,50,50,11
2021-11-26,NEG_00_04,102.62,50,50,11
2021-11-27,NEG_00_04,158.0,20,20,11
2021-11-28,NEG_00_04,91.56,20,20,11
2021-11-29,NEG_00_04,88.2,50,50,11
2021-11-30,NEG_00_04,123.45,20,20,11
2021-12-01,NEG_00_04,110.64,20,20,12
2021-12-02,NEG_00_04,120.0,20,20,12
2021-12-03,NEG_00_04,94.96,20,20,12
2021-12-04,NEG_00_04,108.35,20,20,12
2021-12-05,NEG_00_04,106.75,20,20,12
2021-12-06,NEG_00_04,97.14,20,20,12
2021-12-07,NEG_00_04,174.88,20,20,12
2021-12-08,NEG_00_04,67.46,11,11,12
2021-12-09,NEG_00_04,37.0,50,50,12
2021-12-10,NEG_00_04,34.03,20,20,12
2021-12-11,NEG_00_04,20.55,50,50,12
2021-12-12,NEG_00_04,39.45,50,50,12
2021-12-13,NEG_00_04,26.58,50,50,12
2021-12-14,NEG_00_04,44.28,50,50,12
2021-12-15,NEG_00_04,40.73,50,50,12
2021-12-16,NEG_00_04,40.32,50,50,12
2021-12-17,NEG_00_04,36.1,20,20,12
2021-12-18,NEG_00_04,24.23,20,20,12
2021-12-19,NEG_00_04,61.81,20,20,12
2021-12-20,NEG_00_04,33.42,20,20,12
2021-12-21,NEG_00_04,28.96,20,20,12
2021-12-22,NEG_00_04,22.86,80,80,12
2021-12-23,NEG_00_04,16.66,20,20,12
2021-12-24,NEG_00_04,52.4,20,20,12
2021-12-25,NEG_00_04,29.81,20,20,12
2021-12-26,NEG_00_04,28.0,20,20,12
2021-12-27,NEG_00_04,37.57,20,20,12
2021-12-28,NEG_00_04,33.04,20,20,12
