date,product,capacity_price,offered_capacity,allocated_capacity,month
2020-11-01,POS_16_20,12.88,29,29,11
2020-11-02,POS_16_20,24.5,29,29,11
2020-11-03,POS_16_20,155.0,32,32,11
2020-11-04,POS_16_20,71.8,32,29,11
2020-11-05,POS_16_20,53.5,29,29,11
2020-11-06,POS_16_20,44.88,29,29,11
2020-11-07,POS_16_20,31.43,20,20,11
2020-11-08,POS_16_20,25.68,32,32,11
2020-11-09,POS_16_20,40.52,32,32,11
2020-11-10,POS_16_20,59.76,32,32,11
2020-11-11,POS_16_20,59.0,32,32,11
2020-11-12,POS_16_20,42.14,29,29,11
2020-11-13,POS_16_20,35.73,29,29,11
2020-11-14,POS_16_20,25.64,29,29,11
2020-11-15,POS_16_20,62.22,29,29,11
2020-11-16,POS_16_20,45.36,32,32,11
2020-11-17,POS_16_20,41.12,32,32,11
2020-11-18,POS_16_20,36.0,32,32,11
2020-11-19,POS_16_20,35.56,32,32,11
2020-11-20,POS_16_20,48.32,29,29,11
2020-11-21,POS_16_20,30.6,29,29,11
2020-11-22,POS_16_20,34.11,32,32,11
2020-11-23,POS_16_20,51.5,32,32,11
2020-11-24,POS_16_20,47.45,32,32,11
2020-11-25,POS_16_20,52.27,32,32,11
2020-11-26,POS_16_20,105.0,29,29,11
2020-11-27,POS_16_20,118.57,32,32,11
2020-11-28,POS_16_20,51.45,20,20,11
2020-11-29,POS_16_20,43.21,29,29,11
2020-11-30,POS_16_20,63.54,29,29,11
2020-12-01,POS_16_20,78.0,29,29,12
2020-12-02,POS_16_20,169.27,29,29,12
2020-12-03,POS_16_20,61.96,29,29,12
2020-12-04,POS_16_20,45.4,32,32,12
2020-12-05,POS_16_20,35.0,32,32,12
2020-12-06,POS_16_20,28.36,34,34,12
2020-12-07,POS_16_20,39.0,33,33,12
2020-12-08,POS_16_20,114.29,29,29,12
2020-12-09,POS_16_20,210.0,30,30,12
2020-12-10,POS_16_20,195.0,29,29,12
2020-12-11,POS_16_20,65.08,30,30,12
2020-12-12,POS_16_20,39.78,29,29,12
2020-12-13,POS_16_20,30.18,29,29,12
2020-12-14,POS_16_20,36.0,32,32,12
2020-12-15,POS_16_20,38.32,29,29,12
2020-12-16,POS_16_20,38.44,29,29,12
2020-12-17,POS_16_20,38.46,29,29,12
2020-12-18,POS_16_20,33.9,29,28,12
2020-12-19,POS_16_20,27.6,28,28,12
2020-12-20,POS_16_20,30.0,29,29,12
2020-12-21,POS_16_20,25.0,29,29,12
2020-12-22,POS_16_20,31.8,29,29,12
2020-12-23,POS_16_20,28.24,29,29,12
2020-12-24,POS_16_20,24.22,29,29,12
2020-12-25,POS_16_20,23.25,29,29,12
2020-12-26,POS_16_20,14.82,20,20,12
2020-12-27,POS_16_20,21.6,29,29,12
2020-12-28,POS_16_20,33.88,32,32,12
2020-12-29,POS_16_20,22.88,29,29,12
2020-12-30,POS_16_20,21.0,32,32,12
2020-12-31,POS_16_20,26.72,32,32,12
2021-01-01,POS_16_20,21.76,36,36,1
2021-01-02,POS_16_20,21.35,29,29,1
2021-01-03,POS_16_20,17.73,29,29,1
2021-01-04,POS_16_20,25.35,29,29,1
2021-01-05,POS_16_20,28.04,29,29,1
2021-01-06,POS_16_20,25.29,32,32,1
2021-01-07,POS_16_20,46.64,29,29,1
2021-01-08,POS_16_20,55.52,29,29,1
2021-01-09,POS_16_20,26.56,29,29,1
2021-01-10,POS_16_20,21.16,29,29,1
2021-01-11,POS_16_20,24.4,29,29,1
2021-01-12,POS_16_20,27.0,29,29,1
2021-01-13,POS_16_20,24.43,29,29,1
2021-01-14,POS_16_20,50.92,29,29,1
2021-01-15,POS_16_20,57.78,38,38,1
2021-01-16,POS_16_20,26.95,22,22,1
2021-01-17,POS_16_20,22.95,29,29,1
2021-01-18,POS_16_20,22.58,29,29,1
2021-01-19,POS_16_20,19.32,29,29,1
2021-01-20,POS_16_20,20.84,29,29,1
2021-01-21,POS_16_20,19.96,29,29,1
2021-01-22,POS_16_20,33.24,29,29,1
2021-01-23,POS_16_20,21.21,20,20,1
2021-01-24,POS_16_20,18.0,29,29,1
2021-01-25,POS_16_20,31.5,29,29,1
