date,capacity_price
2020-11-01 00:00:00,12.88
2020-11-02 00:00:00,24.5
2020-11-03 00:00:00,155.0
2020-11-04 00:00:00,71.8
2020-11-05 00:00:00,53.5
2020-11-06 00:00:00,44.88
2020-11-07 00:00:00,31.43
2020-11-08 00:00:00,25.68
2020-11-09 00:00:00,40.52
2020-11-10 00:00:00,59.76
2020-11-11 00:00:00,59.0
2020-11-12 00:00:00,42.14
2020-11-13 00:00:00,35.73
2020-11-14 00:00:00,25.64
2020-11-15 00:00:00,62.22
2020-11-16 00:00:00,45.36
2020-11-17 00:00:00,41.12
2020-11-18 00:00:00,36.0
2020-11-19 00:00:00,35.56
2020-11-20 00:00:00,48.32
2020-11-21 00:00:00,30.6
2020-11-22 00:00:00,34.11
2020-11-23 00:00:00,51.5
2020-11-24 00:00:00,47.45
2020-11-25 00:00:00,52.27
2020-11-26 00:00:00,105.0
2020-11-27 00:00:00,118.57
2020-11-28 00:00:00,51.45
2020-11-29 00:00:00,43.21
2020-11-30 00:00:00,63.54
2020-12-01 00:00:00,78.0
2020-12-02 00:00:00,169.27
2020-12-03 00:00:00,61.96
2020-12-04 00:00:00,45.4
2020-12-05 00:00:00,35.0
2020-12-06 00:00:00,28.36
2020-12-07 00:00:00,39.0
2020-12-08 00:00:00,114.29
2020-12-09 00:00:00,210.0
2020-12-10 00:00:00,195.0
2020-12-11 00:00:00,65.08
2020-12-12 00:00:00,39.78
2020-12-13 00:00:00,30.18
2020-12-14 00:00:00,36.0
2020-12-15 00:00:00,38.32
2020-12-16 00:00:00,38.44
2020-12-17 00:00:00,38.46
2020-12-18 00:00:00,33.9
2020-12-19 00:00:00,27.6
2020-12-20 00:00:00,30.0
2020-12-21 00:00:00,25.0
2020-12-22 00:00:00,31.8
2020-12-23 00:00:00,28.24
2020-12-24 00:00:00,24.22
2020-12-25 00:00:00,23.25
2020-12-26 00:00:00,14.82
2020-12-27 00:00:00,21.6
2020-12-28 00:00:00,33.88
2020-12-29 00:00:00,22.88
