date,capacity_price
2020-11-01 00:00:00,2.8
2020-11-02 00:00:00,4.83
2020-11-03 00:00:00,116.25
2020-11-04 00:00:00,44.0
2020-11-05 00:00:00,32.44
2020-11-06 00:00:00,23.96
2020-11-07 00:00:00,18.05
2020-11-08 00:00:00,13.64
2020-11-09 00:00:00,21.39
2020-11-10 00:00:00,17.83
2020-11-11 00:00:00,14.87
2020-11-12 00:00:00,12.16
2020-11-13 00:00:00,10.27
2020-11-14 00:00:00,7.46
2020-11-15 00:00:00,37.78
2020-11-16 00:00:00,25.47
2020-11-17 00:00:00,20.83
2020-11-18 00:00:00,14.23
2020-11-19 00:00:00,14.53
2020-11-20 00:00:00,14.0
2020-11-21 00:00:00,9.79
2020-11-22 00:00:00,17.27
2020-11-23 00:00:00,16.33
2020-11-24 00:00:00,14.17
2020-11-25 00:00:00,12.41
2020-11-26 00:00:00,19.11
2020-11-27 00:00:00,21.1
2020-11-28 00:00:00,12.1
2020-11-29 00:00:00,10.68
2020-11-30 00:00:00,15.75
2020-12-01 00:00:00,15.5
2020-12-02 00:00:00,20.4
2020-12-03 00:00:00,13.95
2020-12-04 00:00:00,13.0
2020-12-05 00:00:00,10.6
2020-12-06 00:00:00,9.16
2020-12-07 00:00:00,11.18
2020-12-08 00:00:00,14.5
2020-12-09 00:00:00,24.44
2020-12-10 00:00:00,21.11
2020-12-11 00:00:00,14.0
2020-12-12 00:00:00,9.89
2020-12-13 00:00:00,7.82
2020-12-14 00:00:00,9.32
2020-12-15 00:00:00,9.95
2020-12-16 00:00:00,9.56
2020-12-17 00:00:00,9.23
2020-12-18 00:00:00,8.75
2020-12-19 00:00:00,9.1
2020-12-20 00:00:00,8.0
2020-12-21 00:00:00,10.12
2020-12-22 00:00:00,16.08
2020-12-23 00:00:00,14.12
2020-12-24 00:00:00,10.67
2020-12-25 00:00:00,8.84
2020-12-26 00:00:00,6.78
2020-12-27 00:00:00,70.03
2020-12-28 00:00:00,27.28
2020-12-29 00:00:00,13.28
2020-12-30 00:00:00,9.32
2020-12-31 00:00:00,11.2
2021-01-01 00:00:00,10.68
2021-01-02 00:00:00,9.02
2021-01-03 00:00:00,7.71
2021-01-04 00:00:00,8.44
2021-01-05 00:00:00,7.9
2021-01-06 00:00:00,7.23
2021-01-07 00:00:00,7.25
2021-01-08 00:00:00,7.12
2021-01-09 00:00:00,6.35
2021-01-10 00:00:00,5.28
2021-01-11 00:00:00,5.06
2021-01-12 00:00:00,5.84
2021-01-13 00:00:00,4.91
2021-01-14 00:00:00,7.86
2021-01-15 00:00:00,7.51
2021-01-16 00:00:00,5.92
2021-01-17 00:00:00,5.48
2021-01-18 00:00:00,4.98
2021-01-19 00:00:00,4.48
2021-01-20 00:00:00,4.38
2021-01-21 00:00:00,4.14
2021-01-22 00:00:00,5.68
2021-01-23 00:00:00,4.12
2021-01-24 00:00:00,3.65
2021-01-25 00:00:00,5.1
2021-01-26 00:00:00,4.86
2021-01-27 00:00:00,5.32
2021-01-28 00:00:00,4.57
2021-01-29 00:00:00,4.01
2021-01-30 00:00:00,3.91
2021-01-31 00:00:00,3.52
2021-02-01 00:00:00,5.48
2021-02-02 00:00:00,38.94
2021-02-03 00:00:00,34.0
2021-02-04 00:00:00,24.88
2021-02-05 00:00:00,19.93
2021-02-06 00:00:00,12.4
2021-02-07 00:00:00,9.16
2021-02-08 00:00:00,44.0
2021-02-09 00:00:00,62.0
2021-02-10 00:00:00,40.33
